# nodes threads rpn ndiag ntg electrons
  8  t1  36    64  1   444.17
 16  t1  36   144  2   238.55
 32  t1  36   256  4   139.42
 64  t1  36   576  4    92.50
128  t1  36  1089  8    72.57
# OpenMP
  8  t2  18    36  1   427.53
 16  t3  12    36  2   233.24
 32  t3  12    81  4   131.89
 64  t9   4    64  4    78.80
128  t6   6   169  6    54.81
