# nodes threads rpn ndiag ntg electrons
  8  t1  36     64   2    485.16
 16  t1  36    144   2    248.18
 32  t1  36    256   4    145.34
 64  t1  36    576   4     93.41
128  t1  36   1089   8     70.63

# OpenMP
 32  t2  18    144   4    139.20
 64  t3  12    169   6     86.55
128  t3  12    361   6     63.38
